PlayerName,team_name,IP,SIERA,ERA,K_pct,BB_pct,GS
Jonathan Loáisiga,ARI,20.1,3.8665,2.6557,0.15,0.0375,0
Kyle Hurt,LAD,16,2.3807,1.125,0.3115,0.0656,0
Fernando Cruz,NYY,21.2,3.4808,2.0769,0.3191,0.1489,0
Chris Paddack,- - -,40.2,4.282,6.8607,0.1813,0.0725,8
Andrew Morris,MIN,21.2,4.3586,4.5692,0.1735,0.0918,1
Mason Montgomery,PIT,20.2,2.5774,3.4839,0.3256,0.093,3
Zach Agnos,COL,34,4.3213,4.7647,0.1655,0.0759,1
Ryan Zeferjahn,LAA,24.1,3.7118,4.8082,0.2752,0.1376,0
Connelly Early,BOS,54,4.0122,3.3333,0.2212,0.0841,10
Brad Keller,PHI,22.2,2.7768,3.5735,0.2826,0.0761,0
Tanner Gordon,COL,32.1,3.3892,5.8454,0.234,0.0496,1
Will Vest,DET,14.2,3.0604,5.5227,0.254,0.0952,0
Taylor Clarke,ARI,22.2,3.978,1.9853,0.1176,0.0353,0
Yuki Matsui,SDP,12,3.9898,0,0.2826,0.1522,0
Steven Okert,HOU,23.1,3.9266,3.8571,0.2258,0.086,1
Luis Medina,ATH,20,3.8691,2.25,0.2262,0.1071,1
Edgardo Henriquez,LAD,19.1,3.6478,3.2586,0.2338,0.1039,0
Joe Mantiply,TOR,17.2,3.1025,2.0377,0.2254,0.0563,0
Erik Miller,SFG,14.1,3.8724,3.7674,0.3333,0.1905,0
Ryan Fernandez,STL,7.2,1.4557,1.1739,0.4062,0.0625,0
Pete Fairbanks,MIA,13,3.0299,7.6154,0.3448,0.1207,1
Peyton Gray,TEX,15,4.3036,3.6,0.1857,0.1,0
Jake Bird,NYY,17,2.8991,4.7647,0.2568,0.0676,0
Eduard Bazardo,SEA,23.1,3.7891,2.3143,0.2222,0.0909,0
Ty Madden,DET,11.1,2.2759,2.3824,0.2791,0.0465,0
Dylan Dodd,ATL,8,2.1624,1.125,0.3,0.0333,0
Tim Hill,NYY,21.1,2.6294,2.5313,0.1264,0.0575,0
Sean Manaea,NYM,31,3.7349,5.8065,0.2192,0.089,0
Ron Marinaccio,SDP,30,3.6309,3.9,0.2049,0.0738,0
Austin Warren,NYM,17.1,3.4949,1.5577,0.2676,0.1127,0
Calvin Faucher,MIA,20.2,4.681,3.9194,0.234,0.1809,0
Tomoyuki Sugano,COL,53.2,5.0306,3.8571,0.1261,0.0676,10
Kendry Rojas,MIN,14.1,4.7308,1.2558,0.2295,0.1639,1
Paxton Schultz,WSN,18.2,3.1572,5.3036,0.2471,0.0588,0
Anthony Kay,CHW,52.1,4.7487,3.9554,0.1653,0.0975,9
Brad Lord,WSN,35,3.0347,2.8286,0.1986,0.0411,0
Riley Martin,CHC,8.1,2.4287,2.16,0.3226,0.0645,1
Abner Uribe,MIL,18.1,3.3238,4.4182,0.2533,0.0933,0
Tobias Myers,NYM,31.2,3.5707,3.4105,0.208,0.056,2
Orion Kerkering,PHI,19.1,3.7256,2.3276,0.2222,0.0864,0
Alex Hoppe,SEA,11.1,3.5119,6.3529,0.2264,0.0943,0
Eury Pérez,MIA,58.2,4.0677,4.9091,0.252,0.112,11
Devin Williams,NYM,17,3.0855,6.3529,0.3247,0.1299,0
Kyle Hart,SDP,16.2,4.2062,5.4,0.1471,0.0882,0
Jack Flaherty,DET,47,4.4122,5.9362,0.2444,0.1289,11
Luinder Avila,KCR,18.1,3.9204,4.4182,0.2436,0.1282,1
Jacob Webb,CHC,22.2,2.9152,2.7794,0.2727,0.0808,0
Jose Quintana,COL,41,5.7286,5.2683,0.1105,0.0939,9
Lake Bachar,MIA,26.2,3.0146,3.0375,0.283,0.0849,0
Matthew Liberatore,STL,56.2,4.1213,4.7647,0.2137,0.0887,11
Brant Hurter,DET,25.1,4.0283,2.8421,0.1782,0.1188,0
Cal Quantrill,TEX,19.1,4.7277,2.7931,0.1625,0.1,0
Michael Lorenzen,COL,53.2,4.4157,7.2112,0.1571,0.069,11
Daniel Palencia,CHC,9.2,3.4268,1.8621,0.2619,0.0952,0
Grant Holmes,ATL,52.1,4.337,3.7834,0.2152,0.1076,10
Garrett Acton,MIN,6.2,2.8513,2.7,0.3214,0.1071,0
Jake Woodford,MIL,19,3.9857,6.1579,0.1758,0.0769,0
Paul Sewald,ARI,19.1,3.715,3.7241,0.2973,0.0811,0
Ryne Nelson,ARI,60,4.5182,4.65,0.1929,0.0748,11
Jeremiah Estrada,SDP,17,3.4331,3.1765,0.2879,0.1212,0
Enmanuel De Jesus,DET,21.1,4.0919,5.9063,0.2079,0.1089,0
Ryan Yarbrough,NYY,16.2,3.9864,4.32,0.1972,0.0845,0
Dietrich Enns,BAL,16,5.2411,3.9375,0.1857,0.1571,0
Scott Barlow,ATH,25,3.8877,2.88,0.2178,0.099,0
Brandyn Garcia,ARI,8.2,2.2182,1.0385,0.25,0.0625,0
Zack Kelly,BOS,16.1,3.9397,3.3061,0.1972,0.0986,0
Alan Rangel,PHI,3,0.9492,3,0.4167,0,0
Cody Laweryson,MIN,6.1,2.5339,4.2632,0.3077,0.0769,0
Gerrit Cole,NYY,6,7.1073,0,0.0909,0.1364,1
Sam Moll,CIN,23,3.5139,2.7391,0.2371,0.1134,0
Lucas Giolito,SDP,10,7.0282,2.7,0.122,0.1951,2
Blake Snell,LAD,3,3.024,12,0.2778,0.1111,1
Jason Adam,SDP,17.2,4.3136,1.0189,0.1429,0.0714,0
Troy Melton,DET,5.2,5.9699,1.5882,0.1364,0.1364,1
Lance McCullers Jr.,HOU,39.1,4.1975,6.8644,0.25,0.1279,8
Blade Tidwell,SFG,12,3.5407,3,0.2128,0.0638,0
Brock Burke,CIN,24.2,4.3798,3.6486,0.2252,0.1441,0
Tyler Mahle,SFG,51.2,3.891,6.0968,0.2358,0.0917,10
DL Hall,MIL,24.2,4.6642,2.5541,0.2574,0.1881,1
Logan Allen,CLE,4,1.7297,0,0.3684,0.0526,0
Tayler Saucedo,LAA,2,1.6461,4.5,0.375,0,0
Spencer Strider,ATL,21,3.6722,3,0.3293,0.1463,4
Brent Suter,LAA,27,3.8109,4.6667,0.2162,0.1081,2
Anthony Nunez,BAL,24.2,3.0036,5.1081,0.2667,0.0762,0
Wilber Dotel,PIT,10.2,3.256,1.6875,0.2439,0.0732,0
Yohan Ramírez,PIT,30,3.5982,3.6,0.2632,0.1278,0
Pierce Johnson,CIN,21.1,3.7794,3.375,0.2247,0.0899,0
Cole Winn,TEX,19.1,3.23,5.5862,0.2584,0.0787,0
Roki Sasaki,LAD,45.2,4.1412,4.927,0.2129,0.0891,9
Carlos Carrasco,ATL,3.1,3.4482,0,0.1667,0,0
Zach Pop,PHI,7.1,4.0884,3.6818,0.1935,0.0968,1
Cody Ponce,TOR,2.1,3.275,3.8571,0.3,0.1,1
Chase Shugart,PHI,17.2,2.8361,1.5283,0.2647,0.0588,0
Jason Alexander,HOU,12.1,4.5455,7.2973,0.1754,0.1053,1
Paul Gervase,LAD,5,3.524,1.8,0.2381,0.0952,0
Adam Macko,TOR,3.2,2.2696,0,0.25,0,0
Eduardo Rivera,BOS,3.1,1.28,0,0.3,0,0
Brooks Kriske,ATH,2.2,4.5246,0,0.1818,0.0909,0
Grayson Rodriguez,LAA,9.1,4.9247,10.6071,0.1957,0.1304,2
Justin Sterner,ATH,24.2,3.123,4.0135,0.2404,0.0673,0
Brian Fitzpatrick,MIL,5.2,4.5294,1.5882,0.1481,0.1111,0
Gabe Speier,SEA,12.1,3.756,2.9189,0.2143,0.0893,0
Nolan Hoffman,PHI,3.1,4.2652,2.7,0.1333,0.0667,0
Codi Heuer,CLE,2.2,3.1236,3.375,0.2727,0.0909,0
Sam Hentges,SFG,6.1,5.0139,0,0.2963,0.2222,0
Tyler Davis,CHW,14.2,4.2659,2.4545,0.2321,0.1429,0
Brock Stewart,LAD,2,2.2936,0,0.4286,0.1429,0
Brandon Eisert,CHW,7,4.3583,5.1429,0.2,0.1429,0
Paul Blackburn,NYY,22.1,4.4925,3.2239,0.1579,0.1053,1
Burch Smith,DET,17,2.9938,3.1765,0.274,0.0959,1
Tyler Samaniego,BOS,17.1,4.1743,1.0385,0.1806,0.0972,0
Jonathan Pintaro,NYM,3.2,3.198,0,0.25,0.0833,0
Keegan Thompson,COL,2.2,5.8906,0,0.1538,0.1538,0
Tyron Guerrero,BOS,1.2,2.4827,10.8,0.375,0.125,0
Joey Gerber,NYM,2,0.9477,0,0.5556,0.1111,0
Seth Halvorsen,COL,9.1,4.6948,3.8571,0.2222,0.1778,0
Gavin Collyer,TEX,13.1,4.6578,2.7,0.193,0.1404,0
Yovanny Cruz,NYY,2.1,1.7492,0,0.3333,0,0
Brenan Hanifee,DET,9.1,4.0916,1.9286,0.1351,0.027,2
Mason Black,KCR,4.2,3.9301,0,0.2273,0.0909,0
Dax Fulton,MIA,4,3.2981,4.5,0.1875,0.125,0
Austin Voth,TOR,2.2,5.8039,3.375,0.0833,0.0833,0
JT Brubaker,SFG,27.1,4.9559,2.9634,0.1638,0.1293,0
Logan VanWey,HOU,2,1.2368,0,0.4286,0,0
Tejay Antone,CIN,7.2,2.5264,5.8696,0.2188,0.0312,0
Jared Koenig,MIL,2.1,3.5791,0,0.3077,0.1538,0
Aaron Civale,ATH,55.2,4.8538,4.2036,0.1585,0.0691,11
Connor Seabold,DET,15.2,3.7785,3.4468,0.2029,0.0725,0
Ty Blach,CHC,3,1.2997,0,0.2222,0,0
Lazaro Estrada,TOR,4,4.1604,0,0.2143,0.1429,0
Jonah Tong,NYM,3,4.3438,0,0.2222,0.1111,0
Blake Treinen,LAD,16.2,3.4316,3.24,0.2222,0.0833,0
Hunter Bigge,TBR,18.1,5.2956,5.8909,0.1667,0.1538,0
Kyle Backhus,PHI,9.2,2.4775,4.6552,0.2439,0.0244,1
Ryan Gusto,MIA,1,1.6241,0,0.3333,0,0
Domingo Gonzalez,SEA,5.2,4.3153,0,0.2083,0.125,0
Jake Bennett,BOS,10.1,4.523,4.3548,0.0952,0.0952,2
Kervin Castro,NYY,2,1.9128,4.5,0.25,0,0
Tyler Holton,DET,24.1,3.6514,4.4384,0.1887,0.0755,2
Bubba Chandler,PIT,47,5.1104,4.7872,0.2217,0.1604,10
William Kempner,MIA,1,1.6241,0,0.3333,0,0
Yacksel Ríos,CHC,1.2,1.0367,0,0.4,0,0
Chayce McDermott,LAD,1,4.2073,0,0.25,0,0
Tristan Beck,SFG,3,4.2384,0,0.0909,0,0
Alec Gamboa,BOS,1,-0.3328,0,0.6667,0,0
Jake Rogers,DET,1.1,3.0718,0,0.1667,0,0
Daniel Duarte,NYM,2.1,3.4268,0,0.1429,0,0
Ethan Roberts,CHC,12.1,4.1829,0.7297,0.1778,0.1333,0
Jack Anderson,BOS,8,3.7844,3.375,0.1875,0.0625,0
Jayden Murray,HOU,11.1,6.1309,7.1471,0.0943,0.1321,0
Robert Garcia,TEX,8,5.859,3.375,0.1765,0.2059,0
Jonathan Hernández,LAD,2,2.422,0,0.1667,0,0
Jared Shuster,STL,7.2,5.585,2.3478,0.0625,0.0938,0
Vince Velasquez,CHC,2.1,6.0405,0,0.125,0,0
Carl Edwards Jr.,NYM,6,2.4698,1.5,0.44,0.16,0
Alimber Santa,HOU,2,2.422,0,0.1667,0,0
Jordan Romano,LAA,8,3.6994,10.125,0.2857,0.1429,0
Cam Sanders,PIT,5,4.7722,10.8,0.2593,0.1852,0
Cade Horton,CHC,7.1,4.2033,2.4545,0.1538,0.0769,2
Elmer Rodríguez,NYY,13,6.2823,4.1538,0.0938,0.1406,3
Jake Eder,LAD,4,6.2477,2.25,0.0667,0.0667,0
Griffin Canning,SDP,22.2,4.3019,7.5441,0.2424,0.1313,5
Tyler Kinley,ATL,22.2,3.437,3.5735,0.2604,0.0938,0
Zach Eflin,BAL,3.2,2.4076,2.4545,0.4118,0.1176,1
Tim Mayza,PHI,25.1,2.9657,3.9079,0.2451,0.0686,1
P.J. Higgins,CIN,1,4.1972,0,0.3333,0,0
Reese McGuire,CHW,1,12.9985,0,0,0,0
Hunter Stratton,ATL,1,-0.949,0,0.3333,0,0
Javier Sanoja,MIA,1,4.2073,0,0.25,0,0
Jorbit Vivas,WSN,0.2,9.4992,40.5,0,0,0
Garrett Cleavinger,TBR,8.1,3.4303,5.4,0.3095,0.1429,0
Chase Silseth,LAA,17.1,4.7826,2.0769,0.2179,0.1667,0
José Urquidy,PIT,6.1,3.7096,8.5263,0.1667,0.0556,0
Matt Pushard,STL,4.1,4.2361,6.2308,0.2632,0.1579,0
Jose Trevino,CIN,5,5.324,14.4,0.0345,0.0345,0
Christian Koss,SFG,2,5.5015,13.5,0,0,0
Seth Johnson,PHI,3.2,4.7979,7.3636,0.1905,0.1429,0
Welinton Herrera,COL,1,4.4678,0,0,0,0
Philip Abner,ARI,2.1,5.1839,7.7143,0.125,0.125,0
Easton McGee,MIL,2,3.9089,0,0.1667,0.1667,0
Alek Jacob,SDP,2,4.4478,9,0.25,0.1667,0
Tanner Andrews,TOR,1,4.4678,0,0,0,0
Garrett Stubbs,PHI,1,9.4992,0,0,0,0
Carlos Rodriguez,MIL,6,4.3319,1.5,0.2,0.08,0
Jose Espada,BAL,1,4.8985,0,0,0,0
Brycen Mautz,STL,3,5.5094,6,0.1429,0.1429,0
Jorge Mateo,ATL,1,10.2715,0,0,0,0
Hunter Dobbins,STL,4.1,7.0123,6.2308,0.2105,0.2632,1
Josh Ekness,MIA,5.1,5.7741,1.6875,0.2273,0.2273,0
Tyler Tolbert,KCR,0.2,3.4015,0,0,0,0
Ryne Stanek,STL,21,4.332,6,0.2772,0.1782,0
Austin Hedges,CLE,0.1,5.7805,0,0,0,0
Jonathan Cannon,CHW,0,NA,9,0,1,0
Kirby Yates,LAA,6.1,2.7791,4.2632,0.3214,0.1071,0
Hoby Milner,CHC,23.1,4.6566,1.9286,0.1087,0.0652,0
Lou Trivino,BAL,3,5.5325,18,0.1667,0.1667,0
Jovani Morán,BOS,27.2,3.5526,3.253,0.2807,0.1228,3
Andrew Nardi,MIA,21.1,3.5328,5.0625,0.266,0.117,0
Brett Sullivan,COL,2,5.9237,0,0,0.1667,0
Dylan Smith,SFG,0.2,14.1796,0,0,0.3333,0
Nick Mears,KCR,18.2,4.4372,3.8571,0.1818,0.1169,0
Jackson Rutledge,WSN,1.1,4.3415,47.25,0.1667,0.1667,0
Nate Pearson,HOU,2,8.4044,0,0,0.1429,0
Victor Mederos,ATL,2,8.3172,0,0,0.1667,0
Anthony Molina,ATL,2,5.9237,0,0,0.1667,0
Doug Nikhazy,CHW,2,5.9497,4.5,0.1111,0.2222,0
Mason Barnett,ATH,2,6.4543,0,0.1111,0.2222,0
Carlos Cortes,ATH,1,8.521,0,0,0.2,0
Sam Haggerty,TEX,1,2.0618,0,0,0,0
Duncan Davitt,CHW,1,11.4712,0,0,0.3333,0
Alex Lange,KCR,24,4.0735,4.875,0.2277,0.1287,0
Joel Peguero,SFG,9.1,4.539,2.8929,0.0811,0.0811,0
Dylan Moore,PHI,1.2,5.9159,5.4,0,0.125,0
Dean Kremer,BAL,11,2.0624,4.0909,0.3721,0.0465,2
John King,MIA,22.1,3.954,2.0149,0.2024,0.0952,0
Miguel Rojas,LAD,1,7.5305,9,0,0.1667,0
Cody Bolton,HOU,20,4.5136,5.4,0.2316,0.1474,3
Chase Solesky,TBR,3,3.0116,6,0.2353,0.0588,0
Ryan Borucki,SFG,19.2,4.0801,4.1186,0.1647,0.0824,0
Tyler Schweitzer,CHW,4,7.0481,9,0.05,0.15,0
Cole Henry,WSN,7,4.2129,6.4286,0.2353,0.1176,0
Gregory Santos,SFG,5,6.2931,3.6,0.0455,0.1364,0
Charlie Barnes,- - -,5,6.3668,5.4,0.08,0.16,0
Justin Slaten,BOS,8.2,2.4426,4.1538,0.3243,0.0811,0
Ian Hamilton,ATL,1,7.9815,27,0.1429,0.2857,0
Jalen Beeks,TEX,21,3.9675,3,0.1954,0.092,0
Bennett Sousa,HOU,3.1,7.1947,8.1,0.2353,0.2941,0
Chris Murphy,CHW,6,5.0424,10.5,0.1875,0.1562,0
Yerry De los Santos,NYY,5.1,2.7009,1.6875,0.2857,0.1429,0
Shane Smith,CHW,8.1,5.3684,10.8,0.2245,0.1837,3
Josh Walker,BAL,4,3.3378,4.5,0.3125,0.125,0
Nick Davila,SEA,7.1,6.502,0,0.1379,0.2069,0
Cooper Criswell,SEA,22.1,3.0913,3.2239,0.2093,0.0581,0
Ryan Thompson,ARI,17.1,4.0116,3.1154,0.1667,0.0833,0
Sammy Peralta,COL,0.2,8.7062,27,0.1429,0.2857,1
Robert Gasser,MIL,8.1,6.1936,6.48,0.1707,0.1463,2
Lucas Sims,CHW,10,4.607,4.5,0.2174,0.1522,0
Sam Aldegheri,LAA,5.2,7.088,4.7647,0.0769,0.1154,1
Cameron Foster,BAL,9,5.0159,9,0.1837,0.1633,0
Braxton Garrett,MIA,4.1,7.9672,14.5385,0.1786,0.2857,2
Chris Devenski,PIT,2.1,2.3544,7.7143,0.25,0,0
Trevor Martin,TBR,4.1,3.3315,6.2308,0.1905,0.0476,0
Zach Thornton,NYM,4.1,5.0288,8.3077,0.1579,0.1053,1
Grant Anderson,MIL,21.1,3.9277,2.9531,0.2125,0.1,0
Trevor Richards,- - -,12,3.9749,7.5,0.2453,0.0943,0
Julian Fernández,WSN,4,5.5043,2.25,0.1667,0.1111,0
Richard Lovelady,- - -,23,4.5072,2.3478,0.2039,0.1456,3
Cole Sands,MIN,11.2,3.5519,4.6286,0.22,0.08,0
César Salazar,HOU,1,8.1595,9,0,0,0
Luke Little,CHC,1,1.7488,9,0.2,0,0
Camilo Doval,NYY,20,3.1089,5.4,0.2048,0.0482,0
Danny Coulombe,BOS,9,4.6858,5,0.15,0.1,0
Kyle Leahy,STL,50.2,4.4312,4.4408,0.1834,0.0961,10
Bailey Falter,KCR,7.1,5.5259,9.8182,0.1463,0.1463,1
Chase Petty,CIN,10.2,6.4596,5.9063,0.0444,0.0667,2
Tim Herrin,CLE,17,5.3039,2.1176,0.1625,0.15,0
Kolby Allard,CLE,8.2,3.5917,10.3846,0.2,0.0667,0
Ben Williamson,TBR,1,8.1595,9,0,0,0
Shawn Armstrong,CLE,12.1,3.6756,3.6486,0.3019,0.1509,0
Taylor Rashi,ARI,3.2,2.7397,9.8182,0.2667,0.0667,0
Blas Castaño,COL,8,4.1687,3.375,0.2,0.1143,0
Anthony Banda,MIN,22.2,3.8635,5.9559,0.19,0.08,0
Edwin Díaz,LAD,6,3.668,10.5,0.303,0.1515,0
Elvis Alvarado,ATH,9.2,4.9958,8.3793,0.2045,0.1591,0
Mike Burrows,HOU,56.1,4.3191,5.7515,0.1935,0.0806,10
Tyler Heineman,TOR,3,6.8882,15,0,0.0588,0
Kyle Freeland,COL,38.1,4.2148,7.0435,0.1944,0.0778,8
Ryan Feltner,COL,20,4.3925,6.3,0.1932,0.0909,5
Ryan Watson,BOS,30.2,4.059,5.2826,0.1957,0.0942,0
Rolddy Muñoz,ATL,2,2.8196,13.5,0.25,0.0833,0
Keegan Akin,BAL,10.2,3.9481,12.6563,0.2037,0.0741,2
Hunter Gaddis,CLE,13.1,4.0988,4.725,0.1967,0.0984,0
Mason Englert,TBR,16,4.1381,5.625,0.1781,0.0548,1
Tyler Uberstine,BOS,2.2,4.8141,3.375,0.1818,0.0909,0
José Fermin,LAA,11.1,4.5803,3.1765,0.2115,0.1538,0
Justin Verlander,DET,3.2,7.0214,12.2727,0.0526,0.1053,1
Franco Aleman,CLE,2.2,5.5793,3.375,0.1,0.1,0
Mitch Spence,KCR,4,7.0145,13.5,0.1429,0.2381,0
Hogan Harris,ATH,24.1,4.8039,2.9589,0.2308,0.1795,0
Eric Cerantola,KCR,3,5.562,9,0.3571,0.2857,0
Javier Assad,CHC,26,4.7435,5.8846,0.1296,0.0648,3
Carter Baumler,TEX,5.2,5.8307,3.1765,0.2222,0.2222,0
